Unnamed: 0,City,Location,Flood Type/Depth,Passability,datetime_x,Road_Sector,hour,date,visibility,datetime_y,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,wind.speed,wind.deg,wind.gust,clouds.all,sys.sunrise,sys.sunset,weather.main,weather.description,rain1h
323,Manila City,Taft Avenue from Apacible to Escoda,Gutter Deep,Passable to all vehicles,2025-07-22 04:55:00,TAFT AVENUE,04:00:00,2025-07-22,3991.0,2025-07-22 04:01:19+08:00,24.6,25.65,23.92,25.01,1005.0,97.0,1005.0,1008.0,0.45,205.0,4.47,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Rain,moderate rain,2.29
324,Manila City,Roxas Blvd. P. Ocampo Intersection and Service Road,Gutter Deep,Passable to all vehicles,2025-07-22 04:55:00,ROXAS BOULEVARD,04:00:00,2025-07-22,3991.0,2025-07-22 04:01:19+08:00,24.6,25.65,23.92,25.01,1005.0,97.0,1005.0,1008.0,0.45,205.0,4.47,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Rain,moderate rain,2.29
325,Manila City,Roxas Blvd Pedro Gil northbound,Gutter Deep,Passable to all vehicles,2025-07-22 04:55:00,ROXAS BOULEVARD,04:00:00,2025-07-22,3991.0,2025-07-22 04:01:19+08:00,24.6,25.65,23.92,25.01,1005.0,97.0,1005.0,1008.0,0.45,205.0,4.47,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Rain,moderate rain,2.29
326,Manila City,Roxas Blvd Kalaw northbound,Gutter Deep,Passable to all vehicles,2025-07-22 04:55:00,ROXAS BOULEVARD,04:00:00,2025-07-22,3991.0,2025-07-22 04:01:19+08:00,24.6,25.65,23.92,25.01,1005.0,97.0,1005.0,1008.0,0.45,205.0,4.47,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Rain,moderate rain,2.29
327,Manila City,Quirino Avenue Guazon,Gutter Deep,Passable to all vehicles,2025-07-22 04:55:00,QUIRINO AVENUE,04:00:00,2025-07-22,3991.0,2025-07-22 04:01:19+08:00,24.6,25.65,23.92,25.01,1005.0,97.0,1005.0,1008.0,0.45,205.0,4.47,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Rain,moderate rain,2.29
328,Manila City,Quirino Avenue corner Pedro Gil,Gutter Deep,Passable to all vehicles,2025-07-22 04:55:00,QUIRINO AVENUE,04:00:00,2025-07-22,3991.0,2025-07-22 04:01:19+08:00,24.6,25.65,23.92,25.01,1005.0,97.0,1005.0,1008.0,0.45,205.0,4.47,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Rain,moderate rain,2.29
329,Manila City,Roxas Blvd. U.N. Intersection and Service Road,Gutter Deep,Passable to all vehicles,2025-07-22 04:55:00,ROXAS BOULEVARD,04:00:00,2025-07-22,3991.0,2025-07-22 04:01:19+08:00,24.6,25.65,23.92,25.01,1005.0,97.0,1005.0,1008.0,0.45,205.0,4.47,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Rain,moderate rain,2.29
330,Quezon City,EDSA North Avenue northbound,Gutter Deep,Passable to all vehicles,2025-07-22 04:55:00,EDSA_QC_NORTH,04:00:00,2025-07-22,3918.0,2025-07-22 04:03:09+08:00,24.56,25.6,23.75,24.84,1005.0,97.0,1005.0,1003.0,0.89,268.0,0.89,100.0,2025-07-22 05:36:16+08:00,2025-07-22 18:27:59+08:00,Rain,light rain,0.69
331,Parañaque City,Dr. A. Santos - Green heights,Waist Deep,Not passable to all vehicles,2025-07-22 04:55:00,DR. SANTOS AVENUE,04:00:00,2025-07-22,6280.0,2025-07-22 04:03:05+08:00,24.22,25.15,23.85,24.95,1005.0,94.0,1005.0,1003.0,1.79,331.0,3.58,100.0,2025-07-22 05:36:35+08:00,2025-07-22 18:27:48+08:00,Rain,moderate rain,1.15
332,Parañaque City,SM Sucat Brgy San Dionisio,Waist Deep,Not passable to all vehicles,2025-07-22 04:55:00,DR. SANTOS AVENUE,04:00:00,2025-07-22,6280.0,2025-07-22 04:03:05+08:00,24.22,25.15,23.85,24.95,1005.0,94.0,1005.0,1003.0,1.79,331.0,3.58,100.0,2025-07-22 05:36:35+08:00,2025-07-22 18:27:48+08:00,Rain,moderate rain,1.15
333,Makati City,Osmenia - Emilia,Half Knee Deep,Passable to all vehicles,2025-07-22 04:55:00,OSMEÑA HIGHWAY,04:00:00,2025-07-22,4163.0,2025-07-22 04:02:28+08:00,24.51,25.44,23.82,24.92,1005.0,93.0,1005.0,1004.0,0.89,263.0,2.68,100.0,2025-07-22 05:36:24+08:00,2025-07-22 18:27:51+08:00,Rain,light rain,1.0
334,Manila City,Taft Avenue corner Padre Faura,Half Gutter Deep,Passable to all vehicles,2025-07-21 10:27:00,TAFT AVENUE,10:00:00,2025-07-21,2000.0,2025-07-21 10:03:09+08:00,25.06,26.18,25.0,25.07,1007.0,98.0,1007.0,1010.0,2.06,160.0,,100.0,2025-07-21 05:36:14+08:00,2025-07-21 18:28:20+08:00,Rain,heavy intensity rain,0.87
335,Manila City,Taft Avenue from Apacible to Escoda,Half Gutter Deep,Passable to all vehicles,2025-07-21 10:27:00,TAFT AVENUE,10:00:00,2025-07-21,2000.0,2025-07-21 10:03:09+08:00,25.06,26.18,25.0,25.07,1007.0,98.0,1007.0,1010.0,2.06,160.0,,100.0,2025-07-21 05:36:14+08:00,2025-07-21 18:28:20+08:00,Rain,heavy intensity rain,0.87
336,Manila City,Roxas blvd P. Ocampo Intersection and Service Road,Gutter Deep,Passable to all vehicles,2025-07-21 10:27:00,ROXAS BOULEVARD,10:00:00,2025-07-21,2000.0,2025-07-21 10:03:09+08:00,25.06,26.18,25.0,25.07,1007.0,98.0,1007.0,1010.0,2.06,160.0,,100.0,2025-07-21 05:36:14+08:00,2025-07-21 18:28:20+08:00,Rain,heavy intensity rain,0.87
337,Manila City,Roxas Blvd UN Intersection and Service Road,Gutter Deep,Passable to all vehicles,2025-07-21 10:27:00,ROXAS BOULEVARD,10:00:00,2025-07-21,2000.0,2025-07-21 10:03:09+08:00,25.06,26.18,25.0,25.07,1007.0,98.0,1007.0,1010.0,2.06,160.0,,100.0,2025-07-21 05:36:14+08:00,2025-07-21 18:28:20+08:00,Rain,heavy intensity rain,0.87
340,Manila City,España Blvd cor. Antipolo St.,Knee Deep,Not passable to light vehicles,2025-07-21 10:30:00,ESPAÑA BOULEVARD,10:00:00,2025-07-21,2000.0,2025-07-21 10:03:09+08:00,25.06,26.18,25.0,25.07,1007.0,98.0,1007.0,1010.0,2.06,160.0,,100.0,2025-07-21 05:36:14+08:00,2025-07-21 18:28:20+08:00,Rain,heavy intensity rain,0.87
341,Makati City,Edsa before Ayala southbound,Half Gutter Deep,Passable to all vehicles,2025-07-21 10:00:00,EDSA_MAKATI,10:00:00,2025-07-21,6000.0,2025-07-21 10:02:42+08:00,25.48,26.59,24.92,25.9,1007.0,96.0,1007.0,1006.0,3.09,230.0,,100.0,2025-07-21 05:36:07+08:00,2025-07-21 18:28:02+08:00,Rain,moderate rain,1.38
343,Quezon City,Commonwealth Sandigan Tunnel WB,Gutter Deep,Passable to all vehicles,2025-07-21 13:00:00,COMMONWEALTH AVENUE,13:00:00,2025-07-21,4000.0,2025-07-21 13:03:15+08:00,25.44,26.6,25.4,25.83,1006.0,98.0,1006.0,1004.0,2.57,170.0,,100.0,2025-07-21 05:35:59+08:00,2025-07-21 18:28:10+08:00,Rain,heavy intensity rain,6.48
344,Quezon City,Commonwealth Winston WB,Waist Deep,Not passable to all vehicles,2025-07-21 13:00:00,COMMONWEALTH AVENUE,13:00:00,2025-07-21,4000.0,2025-07-21 13:03:15+08:00,25.44,26.6,25.4,25.83,1006.0,98.0,1006.0,1004.0,2.57,170.0,,100.0,2025-07-21 05:35:59+08:00,2025-07-21 18:28:10+08:00,Rain,heavy intensity rain,6.48
345,Quezon City,Commonwealth Doña carmen WB,Waist Deep,Not passable to all vehicles,2025-07-21 13:00:00,COMMONWEALTH AVENUE,13:00:00,2025-07-21,4000.0,2025-07-21 13:03:15+08:00,25.44,26.6,25.4,25.83,1006.0,98.0,1006.0,1004.0,2.57,170.0,,100.0,2025-07-21 05:35:59+08:00,2025-07-21 18:28:10+08:00,Rain,heavy intensity rain,6.48
346,Quezon City,EDSA P. Tuazon Tunnel northbound/southbound,Gutter Deep,Passable to all vehicles,2025-07-21 10:31:00,EDSA_QC_SOUTH,10:00:00,2025-07-21,2000.0,2025-07-21 10:09:42+08:00,24.88,25.96,24.83,25.45,1007.0,97.0,1007.0,1005.0,2.24,245.0,2.68,100.0,2025-07-21 05:35:59+08:00,2025-07-21 18:28:10+08:00,Rain,heavy intensity rain,2.73
347,Quezon City,EDSA Balintawak northbound,Half Tire Deep,Not passable to light vehicles,2025-07-21 12:30:00,EDSA_CALOOCAN,12:00:00,2025-07-21,8000.0,2025-07-21 12:03:04+08:00,25.43,26.54,25.4,26.0,1006.0,96.0,1006.0,1004.0,2.06,180.0,,100.0,2025-07-21 05:35:59+08:00,2025-07-21 18:28:10+08:00,Rain,moderate rain,2.46
348,Quezon City,EDSA Dario Bridge northbound,Gutter Deep,Passable to all vehicles,2025-07-21 12:30:00,EDSA_QC_NORTH,12:00:00,2025-07-21,8000.0,2025-07-21 12:03:04+08:00,25.43,26.54,25.4,26.0,1006.0,96.0,1006.0,1004.0,2.06,180.0,,100.0,2025-07-21 05:35:59+08:00,2025-07-21 18:28:10+08:00,Rain,moderate rain,2.46
350,Manila City,España Blvd - Bluementritt,Subsided,Passable to all vehicles,2025-07-19 07:04:00,ESPAÑA BOULEVARD,07:00:00,2025-07-19,9000.0,2025-07-19 07:27:02+08:00,26.0,26.0,25.03,27.0,999.0,93.0,999.0,1002.0,4.92,201.0,21.46,100.0,2025-07-19 05:35:39+08:00,2025-07-19 18:28:39+08:00,Rain,moderate rain,1.54
352,Mandaluyong City,EDSA Shaw Tunnel NB,Gutter Deep,Passable to all vehicles,2025-07-19 04:45:00,EDSA_MANDALUYONG,04:00:00,2025-07-19,5414.0,2025-07-19 04:09:45+08:00,25.05,26.09,24.38,25.53,998.0,95.0,998.0,998.0,4.47,258.0,5.36,100.0,2025-07-19 05:35:27+08:00,2025-07-19 18:28:23+08:00,Rain,moderate rain,1.33
355,Manila City,Padre Faura intersection taft Ave.,Gutter Deep,Passable to all vehicles,2025-07-19 07:11:00,TAFT AVENUE,07:00:00,2025-07-19,9000.0,2025-07-19 07:27:02+08:00,26.0,26.0,25.03,27.0,999.0,93.0,999.0,1002.0,4.92,201.0,21.46,100.0,2025-07-19 05:35:39+08:00,2025-07-19 18:28:39+08:00,Rain,moderate rain,1.54
356,Manila City,Taft Avenue NBI,Gutter Deep,Passable to all vehicles,2025-07-19 07:11:00,TAFT AVENUE,07:00:00,2025-07-19,9000.0,2025-07-19 07:27:02+08:00,26.0,26.0,25.03,27.0,999.0,93.0,999.0,1002.0,4.92,201.0,21.46,100.0,2025-07-19 05:35:39+08:00,2025-07-19 18:28:39+08:00,Rain,moderate rain,1.54
357,Manila City,España Blvd - Bluemintritt,Gutter Deep,Passable to all vehicles,2025-07-19 04:50:00,ESPAÑA BOULEVARD,04:00:00,2025-07-19,5960.0,2025-07-19 04:13:29+08:00,25.12,26.19,24.47,25.62,998.0,96.0,998.0,1001.0,2.68,200.0,6.71,100.0,2025-07-19 05:35:39+08:00,2025-07-19 18:28:39+08:00,Rain,light rain,0.69
358,Quezon City,Commonwealth Ilang Ilang EB,Gutter Deep,Passable to all vehicles,2025-06-23 15:04:00,COMMONWEALTH AVENUE,15:00:00,2025-06-23,10000.0,2025-06-23 15:03:04+08:00,24.44,25.32,24.28,26.56,1008.0,91.0,1008.0,1005.0,3.13,132.0,10.28,100.0,2025-06-23 05:28:13+08:00,2025-06-23 18:27:44+08:00,Clouds,overcast clouds,0.1
359,Quezon City,Commonwealth Tandang Sora EB,Gutter Deep,Passable to all vehicles,2025-06-23 15:04:00,COMMONWEALTH AVENUE,15:00:00,2025-06-23,10000.0,2025-06-23 15:03:04+08:00,24.44,25.32,24.28,26.56,1008.0,91.0,1008.0,1005.0,3.13,132.0,10.28,100.0,2025-06-23 05:28:13+08:00,2025-06-23 18:27:44+08:00,Clouds,overcast clouds,0.1
360,Quezon City,Commonwealth-Batasan,Gutter Deep,Passable to all vehicles,2025-06-23 15:04:00,COMMONWEALTH AVENUE,15:00:00,2025-06-23,10000.0,2025-06-23 15:03:04+08:00,24.44,25.32,24.28,26.56,1008.0,91.0,1008.0,1005.0,3.13,132.0,10.28,100.0,2025-06-23 05:28:13+08:00,2025-06-23 18:27:44+08:00,Clouds,overcast clouds,0.1
361,Quezon City,C5 Katipunan Miriam College NB,Gutter Deep,Passable to all vehicles,2025-06-23 15:04:00,C5_KATIPUNAN,15:00:00,2025-06-23,10000.0,2025-06-23 15:03:04+08:00,24.44,25.32,24.28,26.56,1008.0,91.0,1008.0,1005.0,3.13,132.0,10.28,100.0,2025-06-23 05:28:13+08:00,2025-06-23 18:27:44+08:00,Clouds,overcast clouds,0.1
362,Quezon City,Luzon corner Commonwealth SB and NB,Half Tire Deep,Not passable to light vehicles,2025-06-23 15:04:00,COMMONWEALTH AVENUE,15:00:00,2025-06-23,10000.0,2025-06-23 15:03:04+08:00,24.44,25.32,24.28,26.56,1008.0,91.0,1008.0,1005.0,3.13,132.0,10.28,100.0,2025-06-23 05:28:13+08:00,2025-06-23 18:27:44+08:00,Clouds,overcast clouds,0.1
363,Quezon City,Commonwealth-Philcoa (University Belt),Gutter Deep,Passable to all vehicles,2025-06-23 15:04:00,COMMONWEALTH AVENUE,15:00:00,2025-06-23,10000.0,2025-06-23 15:03:04+08:00,24.44,25.32,24.28,26.56,1008.0,91.0,1008.0,1005.0,3.13,132.0,10.28,100.0,2025-06-23 05:28:13+08:00,2025-06-23 18:27:44+08:00,Clouds,overcast clouds,0.1
364,Quezon City,Commonwealth Ever EB,Gutter Deep,Passable to all vehicles,2025-06-23 15:04:00,COMMONWEALTH AVENUE,15:00:00,2025-06-23,10000.0,2025-06-23 15:03:04+08:00,24.44,25.32,24.28,26.56,1008.0,91.0,1008.0,1005.0,3.13,132.0,10.28,100.0,2025-06-23 05:28:13+08:00,2025-06-23 18:27:44+08:00,Clouds,overcast clouds,0.1
365,Manila City,España Lacson to Vicente Cruz EB/WB,Knee Deep,Not passable to light vehicles,2025-06-21 21:50:00,ESPAÑA BOULEVARD,21:00:00,2025-06-21,10000.0,2025-06-21 21:01:00+08:00,27.09,30.99,26.7,28.0,1011.0,90.0,1011.0,1013.0,1.03,0.0,,100.0,2025-06-21 05:28:04+08:00,2025-06-21 18:27:29+08:00,Rain,moderate rain,3.16
366,Quezon City,Quezon Ave- Roces EB,Gutter Deep,Passable to all vehicles,2025-06-21 17:32:00,QUEZON AVENUE,17:00:00,2025-06-21,10000.0,2025-06-21 17:03:23+08:00,28.22,32.49,27.64,28.22,1009.0,79.0,1009.0,1005.0,3.95,223.0,4.19,94.0,2025-06-21 05:27:48+08:00,2025-06-21 18:27:20+08:00,Rain,moderate rain,1.68
367,Manila City,España Blvd corner Antipolo Street,Waist Deep,Not passable to all vehicles,2025-06-21 17:32:00,ESPAÑA BOULEVARD,17:00:00,2025-06-21,10000.0,2025-06-21 17:01:44+08:00,28.39,32.92,27.81,28.39,1009.0,79.0,1009.0,1010.0,5.12,227.0,5.04,90.0,2025-06-21 05:28:04+08:00,2025-06-21 18:27:29+08:00,Rain,moderate rain,2.51
368,Quezon City,Commonwealth Avenue cor University Ave.,Gutter Deep,Passable to all vehicles,2025-06-06 18:47:00,COMMONWEALTH AVENUE,18:00:00,2025-06-06,9000.0,2025-06-06 18:03:11+08:00,25.83,26.92,25.83,25.83,1009.0,94.0,1009.0,1005.0,4.12,70.0,,100.0,2025-06-06 05:25:54+08:00,2025-06-06 18:23:24+08:00,Clouds,overcast clouds,
369,Manila City,España Dela Fuente EB/WB,Subsided,Passable to all vehicles,2025-06-06 18:19:00,ESPAÑA BOULEVARD,18:00:00,2025-06-06,9000.0,2025-06-06 18:00:02+08:00,26.0,26.0,26.0,26.0,1008.0,94.0,1008.0,1010.0,4.12,70.0,,100.0,2025-06-06 05:26:09+08:00,2025-06-06 18:23:33+08:00,Clouds,overcast clouds,
370,Mandaluyong City,EDSA Ortigas Svc. Rd. SB,Gutter Deep,Passable to all vehicles,2025-06-06 16:32:00,EDSA_MANDALUYONG,16:00:00,2025-06-06,5000.0,2025-06-06 16:02:40+08:00,28.91,34.28,28.91,28.91,1008.0,79.0,1008.0,1006.0,1.54,0.0,,100.0,2025-06-06 05:25:58+08:00,2025-06-06 18:23:16+08:00,Clouds,overcast clouds,
371,Mandaluyong City,EDSA Shaw tunnel NB,Gutter Deep,Passable to all vehicles,2025-06-06 16:32:00,EDSA_MANDALUYONG,16:00:00,2025-06-06,5000.0,2025-06-06 16:02:40+08:00,28.91,34.28,28.91,28.91,1008.0,79.0,1008.0,1006.0,1.54,0.0,,100.0,2025-06-06 05:25:58+08:00,2025-06-06 18:23:16+08:00,Clouds,overcast clouds,
372,Quezon City,EDSA Main Ave. NB,Gutter Deep,Passable to all vehicles,2025-06-06 16:32:00,EDSA_QC_SOUTH,16:00:00,2025-06-06,5000.0,2025-06-06 16:03:15+08:00,28.83,34.07,28.83,28.83,1009.0,79.0,1009.0,1004.0,1.54,0.0,,100.0,2025-06-06 05:25:54+08:00,2025-06-06 18:23:24+08:00,Clouds,overcast clouds,
373,Quezon City,EDSA Whiteplains NB,Gutter Deep,Passable to all vehicles,2025-06-06 16:32:00,EDSA_QC_SOUTH,16:00:00,2025-06-06,5000.0,2025-06-06 16:03:15+08:00,28.83,34.07,28.83,28.83,1009.0,79.0,1009.0,1004.0,1.54,0.0,,100.0,2025-06-06 05:25:54+08:00,2025-06-06 18:23:24+08:00,Clouds,overcast clouds,
374,Quezon City,EDSA After Quezon Ave. Flyover NB,Gutter Deep,Passable to all vehicles,2025-06-06 16:32:00,EDSA_QC_CENTRAL,16:00:00,2025-06-06,5000.0,2025-06-06 16:03:15+08:00,28.83,34.07,28.83,28.83,1009.0,79.0,1009.0,1004.0,1.54,0.0,,100.0,2025-06-06 05:25:54+08:00,2025-06-06 18:23:24+08:00,Clouds,overcast clouds,
375,Quezon City,Commonwealth Ever Go Tesco EB,Gutter Deep,Passable to all vehicles,2025-06-06 16:32:00,COMMONWEALTH AVENUE,16:00:00,2025-06-06,5000.0,2025-06-06 16:03:15+08:00,28.83,34.07,28.83,28.83,1009.0,79.0,1009.0,1004.0,1.54,0.0,,100.0,2025-06-06 05:25:54+08:00,2025-06-06 18:23:24+08:00,Clouds,overcast clouds,
376,Quezon City,Quezon Ave. Biak na Bato WB/EB,Knee Deep,Not passable to light vehicles,2025-06-06 16:32:00,QUEZON AVENUE,16:00:00,2025-06-06,5000.0,2025-06-06 16:03:15+08:00,28.83,34.07,28.83,28.83,1009.0,79.0,1009.0,1004.0,1.54,0.0,,100.0,2025-06-06 05:25:54+08:00,2025-06-06 18:23:24+08:00,Clouds,overcast clouds,
377,Quezon City,EDSA Balintawak NB,Gutter Deep,Passable to all vehicles,2025-06-06 16:32:00,EDSA_CALOOCAN,16:00:00,2025-06-06,5000.0,2025-06-06 16:03:15+08:00,28.83,34.07,28.83,28.83,1009.0,79.0,1009.0,1004.0,1.54,0.0,,100.0,2025-06-06 05:25:54+08:00,2025-06-06 18:23:24+08:00,Clouds,overcast clouds,
378,Quezon City,EDSA Oliveros NB,Gutter Deep,Passable to all vehicles,2025-06-06 16:32:00,EDSA_QC_NORTH,16:00:00,2025-06-06,5000.0,2025-06-06 16:03:15+08:00,28.83,34.07,28.83,28.83,1009.0,79.0,1009.0,1004.0,1.54,0.0,,100.0,2025-06-06 05:25:54+08:00,2025-06-06 18:23:24+08:00,Clouds,overcast clouds,
379,Makati City,EDSA Guadalupe Bridge NB,Gutter Deep,Passable to all vehicles,2025-06-06 16:32:00,EDSA_MAKATI,16:00:00,2025-06-06,5000.0,2025-06-06 16:02:31+08:00,28.9,34.25,28.9,28.9,1008.0,79.0,1008.0,1006.0,1.54,0.0,,100.0,2025-06-06 05:26:03+08:00,2025-06-06 18:23:15+08:00,Clouds,overcast clouds,
380,Mandaluyong City,EDSA Ortigas Svc. Rd. SB,Gutter Deep,Passable to all vehicles,2025-06-06 15:19:00,EDSA_MANDALUYONG,15:00:00,2025-06-06,7000.0,2025-06-06 15:00:07+08:00,30.78,37.78,30.5,30.91,1007.0,78.0,1007.0,1006.0,4.63,260.0,,100.0,2025-06-06 05:25:58+08:00,2025-06-06 18:23:16+08:00,Clouds,overcast clouds,
381,Mandaluyong City,EDSA Shaw tunnel NB,Gutter Deep,Passable to all vehicles,2025-06-06 15:19:00,EDSA_MANDALUYONG,15:00:00,2025-06-06,7000.0,2025-06-06 15:00:07+08:00,30.78,37.78,30.5,30.91,1007.0,78.0,1007.0,1006.0,4.63,260.0,,100.0,2025-06-06 05:25:58+08:00,2025-06-06 18:23:16+08:00,Clouds,overcast clouds,
382,Quezon City,EDSA Main Ave. NB,Gutter Deep,Passable to all vehicles,2025-06-06 15:19:00,EDSA_QC_SOUTH,15:00:00,2025-06-06,7000.0,2025-06-06 15:03:10+08:00,30.53,37.53,30.42,30.83,1007.0,81.0,1007.0,1004.0,5.81,246.0,16.99,100.0,2025-06-06 05:25:54+08:00,2025-06-06 18:23:24+08:00,Clouds,overcast clouds,
383,Makati City,EDSA Guadalupe Bridge NB,Gutter Deep,Passable to all vehicles,2025-06-06 15:19:00,EDSA_MAKATI,15:00:00,2025-06-06,7000.0,2025-06-06 15:02:23+08:00,30.89,37.89,30.49,30.9,1007.0,75.0,1007.0,1006.0,4.63,260.0,,100.0,2025-06-06 05:26:03+08:00,2025-06-06 18:23:15+08:00,Clouds,overcast clouds,
384,Mandaluyong City,EDSA Ortigas Svc. Rd. SB,Gutter Deep,Passable to all vehicles,2025-06-06 15:16:00,EDSA_MANDALUYONG,15:00:00,2025-06-06,7000.0,2025-06-06 15:00:07+08:00,30.78,37.78,30.5,30.91,1007.0,78.0,1007.0,1006.0,4.63,260.0,,100.0,2025-06-06 05:25:58+08:00,2025-06-06 18:23:16+08:00,Clouds,overcast clouds,
385,Mandaluyong City,EDSA Shaw tunnel NB,Gutter Deep,Passable to all vehicles,2025-06-06 15:16:00,EDSA_MANDALUYONG,15:00:00,2025-06-06,7000.0,2025-06-06 15:00:07+08:00,30.78,37.78,30.5,30.91,1007.0,78.0,1007.0,1006.0,4.63,260.0,,100.0,2025-06-06 05:25:58+08:00,2025-06-06 18:23:16+08:00,Clouds,overcast clouds,
386,Quezon City,EDSA Main Ave. NB,Gutter Deep,Passable to all vehicles,2025-06-06 15:16:00,EDSA_QC_SOUTH,15:00:00,2025-06-06,7000.0,2025-06-06 15:03:10+08:00,30.53,37.53,30.42,30.83,1007.0,81.0,1007.0,1004.0,5.81,246.0,16.99,100.0,2025-06-06 05:25:54+08:00,2025-06-06 18:23:24+08:00,Clouds,overcast clouds,
