Unnamed: 0,City,Location,Flood Type/Depth,Passability,datetime_x,Road_Sector,hour,date,visibility,datetime_y,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,wind.speed,wind.deg,wind.gust,clouds.all,sys.sunrise,sys.sunset,weather.main,weather.description,rain1h
222,Manila City,Taft to Underpass,Gutter Deep,Passable to all vehicles,2025-08-22 15:00:00,TAFT AVENUE,15:00:00,2025-08-22,10000.0,2025-08-22 15:02:28+08:00,26.55,26.55,26.18,27.23,1007.0,88.0,1007.0,1010.0,7.2,250.0,,100.0,2025-08-22 05:43:12+08:00,2025-08-22 18:15:16+08:00,Clouds,overcast clouds,
223,Manila City,Taft to Shrine,Half Tire Deep,Not passable to light vehicles,2025-08-22 15:00:00,TAFT AVENUE,15:00:00,2025-08-22,10000.0,2025-08-22 15:02:28+08:00,26.55,26.55,26.18,27.23,1007.0,88.0,1007.0,1010.0,7.2,250.0,,100.0,2025-08-22 05:43:12+08:00,2025-08-22 18:15:16+08:00,Clouds,overcast clouds,
230,Parañaque City,Dr. A. Santos corner Victor Medina,Gutter Deep,Passable to all vehicles,2025-07-24 05:17:00,DR. SANTOS AVENUE,05:00:00,2025-07-24,6000.0,2025-07-24 05:03:00+08:00,24.6,25.62,24.4,25.01,1001.0,96.0,1001.0,998.0,3.6,230.0,,100.0,2025-07-24 05:37:09+08:00,2025-07-24 18:27:23+08:00,Rain,heavy intensity rain,4.21
231,Parañaque City,Dr. A. Santos Ave. infront of SM Sucat,Knee-Waist Deep,Not passable to all vehicles,2025-07-24 05:17:00,DR. SANTOS AVENUE,05:00:00,2025-07-24,6000.0,2025-07-24 05:03:00+08:00,24.6,25.62,24.4,25.01,1001.0,96.0,1001.0,998.0,3.6,230.0,,100.0,2025-07-24 05:37:09+08:00,2025-07-24 18:27:23+08:00,Rain,heavy intensity rain,4.21
232,Manila City,Roxas Pedro Gil. Service Road,Gutter Deep,Passable to all vehicles,2025-07-23 21:46:00,ROXAS BOULEVARD,21:00:00,2025-07-23,10000.0,2025-07-23 21:02:34+08:00,25.78,26.92,25.03,26.12,1002.0,96.0,1002.0,1006.0,3.6,230.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Rain,light rain,0.11
233,Manila City,Along Taft ave. From nakpil to padre Faura North bound,Gutter Deep,Passable to all vehicles,2025-07-23 21:46:00,TAFT AVENUE,21:00:00,2025-07-23,10000.0,2025-07-23 21:02:34+08:00,25.78,26.92,25.03,26.12,1002.0,96.0,1002.0,1006.0,3.6,230.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Rain,light rain,0.11
234,Parañaque City,Dr. A. Santos cor Victor Medina,Half Tire Deep,Not passable to light vehicles,2025-07-23 21:46:00,DR. SANTOS AVENUE,21:00:00,2025-07-23,10000.0,2025-07-23 21:03:01+08:00,25.53,26.65,24.96,26.06,1002.0,96.0,1002.0,1001.0,3.6,230.0,,100.0,2025-07-23 05:36:52+08:00,2025-07-23 18:27:36+08:00,Rain,light rain,0.22
235,Manila City,Taft UN Ave. Intersection,Gutter Deep,Passable to all vehicles,2025-07-23 20:06:00,TAFT AVENUE,20:00:00,2025-07-23,9000.0,2025-07-23 20:00:13+08:00,25.72,26.85,25.03,26.12,1002.0,96.0,1002.0,1005.0,4.63,230.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Rain,light rain,0.87
236,Manila City,Roxas Pedro Gil. Service Road,Gutter Deep,Passable to all vehicles,2025-07-23 20:06:00,ROXAS BOULEVARD,20:00:00,2025-07-23,9000.0,2025-07-23 20:00:13+08:00,25.72,26.85,25.03,26.12,1002.0,96.0,1002.0,1005.0,4.63,230.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Rain,light rain,0.87
237,Manila City,Taft Ave. PGH,Gutter Deep,Passable to all vehicles,2025-07-23 20:06:00,TAFT AVENUE,20:00:00,2025-07-23,9000.0,2025-07-23 20:00:13+08:00,25.72,26.85,25.03,26.12,1002.0,96.0,1002.0,1005.0,4.63,230.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Rain,light rain,0.87
238,Parañaque City,Dr. A. Santos cor Victor Medina,Half Tire Deep,Not passable to light vehicles,2025-07-23 20:06:00,DR. SANTOS AVENUE,20:00:00,2025-07-23,9000.0,2025-07-23 20:02:54+08:00,25.31,26.4,24.96,26.06,1002.0,96.0,1002.0,1001.0,4.63,230.0,,100.0,2025-07-23 05:36:52+08:00,2025-07-23 18:27:36+08:00,Rain,moderate rain,1.09
239,Mandaluyong City,EDSA Shaw Tunnel,Gutter Deep,Passable to all vehicles,2025-07-23 20:06:00,EDSA_MANDALUYONG,20:00:00,2025-07-23,9000.0,2025-07-23 20:02:28+08:00,25.78,26.89,24.94,26.03,1002.0,95.0,1002.0,1002.0,4.63,230.0,,100.0,2025-07-23 05:36:36+08:00,2025-07-23 18:27:40+08:00,Rain,light rain,1.0
244,Manila City,Recto Benavidez,Gutter Deep,Passable to all vehicles,2025-07-23 05:45:00,RECTO AVENUE,05:00:00,2025-07-23,7000.0,2025-07-23 05:02:27+08:00,24.93,26.01,24.47,26.0,1002.0,97.0,1002.0,1005.0,2.57,270.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Clouds,overcast clouds,
245,Manila City,España Blvd Antipolo,Gutter Deep,Passable to all vehicles,2025-07-23 05:45:00,ESPAÑA BOULEVARD,05:00:00,2025-07-23,7000.0,2025-07-23 05:02:27+08:00,24.93,26.01,24.47,26.0,1002.0,97.0,1002.0,1005.0,2.57,270.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Clouds,overcast clouds,
246,Manila City,España Lacson WB,Gutter Deep,Passable to all vehicles,2025-07-23 05:45:00,ESPAÑA BOULEVARD,05:00:00,2025-07-23,7000.0,2025-07-23 05:02:27+08:00,24.93,26.01,24.47,26.0,1002.0,97.0,1002.0,1005.0,2.57,270.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Clouds,overcast clouds,
247,Manila City,España Lacson EB,Gutter Deep,Passable to all vehicles,2025-07-23 05:45:00,ESPAÑA BOULEVARD,05:00:00,2025-07-23,7000.0,2025-07-23 05:02:27+08:00,24.93,26.01,24.47,26.0,1002.0,97.0,1002.0,1005.0,2.57,270.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Clouds,overcast clouds,
248,Manila City,Taft Avenue cor. UN Ave.,Knee Deep,Not passable to light vehicles,2025-07-23 05:45:00,TAFT AVENUE,05:00:00,2025-07-23,7000.0,2025-07-23 05:02:27+08:00,24.93,26.01,24.47,26.0,1002.0,97.0,1002.0,1005.0,2.57,270.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Clouds,overcast clouds,
249,Manila City,Taft Avenue corner Padre Faura,Gutter Deep,Passable to all vehicles,2025-07-23 05:45:00,TAFT AVENUE,05:00:00,2025-07-23,7000.0,2025-07-23 05:02:27+08:00,24.93,26.01,24.47,26.0,1002.0,97.0,1002.0,1005.0,2.57,270.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Clouds,overcast clouds,
250,Manila City,Taft Avenue from Apacible to Escoda,Gutter Deep,Passable to all vehicles,2025-07-23 05:45:00,TAFT AVENUE,05:00:00,2025-07-23,7000.0,2025-07-23 05:02:27+08:00,24.93,26.01,24.47,26.0,1002.0,97.0,1002.0,1005.0,2.57,270.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Clouds,overcast clouds,
251,Manila City,Taft PGH NB/SB,Knee Deep,Not passable to light vehicles,2025-07-23 05:45:00,TAFT AVENUE,05:00:00,2025-07-23,7000.0,2025-07-23 05:02:27+08:00,24.93,26.01,24.47,26.0,1002.0,97.0,1002.0,1005.0,2.57,270.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Clouds,overcast clouds,
252,Manila City,Taft Remedios NB/SB,Gutter Deep,Passable to all vehicles,2025-07-23 05:45:00,TAFT AVENUE,05:00:00,2025-07-23,7000.0,2025-07-23 05:02:27+08:00,24.93,26.01,24.47,26.0,1002.0,97.0,1002.0,1005.0,2.57,270.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Clouds,overcast clouds,
253,Manila City,Roxas Blvd Pedro Gil northbound,Gutter Deep,Passable to all vehicles,2025-07-23 05:45:00,ROXAS BOULEVARD,05:00:00,2025-07-23,7000.0,2025-07-23 05:02:27+08:00,24.93,26.01,24.47,26.0,1002.0,97.0,1002.0,1005.0,2.57,270.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Clouds,overcast clouds,
254,Manila City,Roxas Blvd Kalaw NB,Gutter Deep,Passable to all vehicles,2025-07-23 05:45:00,ROXAS BOULEVARD,05:00:00,2025-07-23,7000.0,2025-07-23 05:02:27+08:00,24.93,26.01,24.47,26.0,1002.0,97.0,1002.0,1005.0,2.57,270.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Clouds,overcast clouds,
255,Manila City,Quirino Avenue Guazon,Gutter Deep,Passable to all vehicles,2025-07-23 05:45:00,QUIRINO AVENUE,05:00:00,2025-07-23,7000.0,2025-07-23 05:02:27+08:00,24.93,26.01,24.47,26.0,1002.0,97.0,1002.0,1005.0,2.57,270.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Clouds,overcast clouds,
256,Manila City,Quirino Avenue corner Pedro Gil,Gutter Deep,Passable to all vehicles,2025-07-23 05:45:00,QUIRINO AVENUE,05:00:00,2025-07-23,7000.0,2025-07-23 05:02:27+08:00,24.93,26.01,24.47,26.0,1002.0,97.0,1002.0,1005.0,2.57,270.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Clouds,overcast clouds,
257,Manila City,Roxas Blvd. U.N. NB,Gutter Deep,Passable to all vehicles,2025-07-23 05:45:00,ROXAS BOULEVARD,05:00:00,2025-07-23,7000.0,2025-07-23 05:02:27+08:00,24.93,26.01,24.47,26.0,1002.0,97.0,1002.0,1005.0,2.57,270.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Clouds,overcast clouds,
258,Manila City,Kalaw Taft,Gutter Deep,Passable to all vehicles,2025-07-23 05:45:00,TAFT AVENUE,05:00:00,2025-07-23,7000.0,2025-07-23 05:02:27+08:00,24.93,26.01,24.47,26.0,1002.0,97.0,1002.0,1005.0,2.57,270.0,,100.0,2025-07-23 05:36:48+08:00,2025-07-23 18:27:56+08:00,Clouds,overcast clouds,
259,Mandaluyong City,EDSA Shaw tunnel NB/SB,Above Gutter Deep,Passable to all vehicles,2025-07-23 05:45:00,EDSA_MANDALUYONG,05:00:00,2025-07-23,7000.0,2025-07-23 05:02:24+08:00,25.12,26.22,24.38,25.91,1002.0,97.0,1002.0,1002.0,2.68,167.0,4.02,100.0,2025-07-23 05:36:36+08:00,2025-07-23 18:27:40+08:00,Clouds,overcast clouds,
280,Quezon City,EDSA North Avenue northbound,Gutter Deep,Passable to all vehicles,2025-07-22 09:43:00,EDSA_QC_NORTH,09:00:00,2025-07-22,1000.0,2025-07-22 09:03:03+08:00,25.09,26.21,24.3,25.4,1006.0,98.0,1006.0,1004.0,2.57,30.0,,100.0,2025-07-22 05:36:16+08:00,2025-07-22 18:27:59+08:00,Thunderstorm,thunderstorm with heavy rain,0.55
281,Quezon City,Quezon Ave D. Tuazon WB/EB,Gutter Deep,Passable to all vehicles,2025-07-22 09:43:00,QUEZON AVENUE,09:00:00,2025-07-22,1000.0,2025-07-22 09:03:03+08:00,25.09,26.21,24.3,25.4,1006.0,98.0,1006.0,1004.0,2.57,30.0,,100.0,2025-07-22 05:36:16+08:00,2025-07-22 18:27:59+08:00,Thunderstorm,thunderstorm with heavy rain,0.55
282,Quezon City,Quezon Ave Biak na bato EB/WB,Gutter Deep,Passable to all vehicles,2025-07-22 09:43:00,QUEZON AVENUE,09:00:00,2025-07-22,1000.0,2025-07-22 09:03:03+08:00,25.09,26.21,24.3,25.4,1006.0,98.0,1006.0,1004.0,2.57,30.0,,100.0,2025-07-22 05:36:16+08:00,2025-07-22 18:27:59+08:00,Thunderstorm,thunderstorm with heavy rain,0.55
283,Quezon City,EDSA Aguinaldo Gate 2 NB,Subsided,Passable to all vehicles,2025-07-22 09:04:00,EDSA_QC_BOUNDARY,09:00:00,2025-07-22,1000.0,2025-07-22 09:03:03+08:00,25.09,26.21,24.3,25.4,1006.0,98.0,1006.0,1004.0,2.57,30.0,,100.0,2025-07-22 05:36:16+08:00,2025-07-22 18:27:59+08:00,Thunderstorm,thunderstorm with heavy rain,0.55
284,Quezon City,EDSA Liberty NB,Subsided,Passable to all vehicles,2025-07-22 08:59:00,EDSA_QC_BOUNDARY,08:00:00,2025-07-22,1000.0,2025-07-22 08:00:08+08:00,24.4,25.43,24.28,24.89,1006.0,97.0,1006.0,1004.0,1.79,82.0,4.47,100.0,2025-07-22 05:36:16+08:00,2025-07-22 18:27:59+08:00,Thunderstorm,thunderstorm with heavy rain,0.32
285,Quezon City,EDSA Aurora tunnel NB,Subsided,Passable to all vehicles,2025-07-22 09:00:00,EDSA_QC_BOUNDARY,09:00:00,2025-07-22,1000.0,2025-07-22 09:03:03+08:00,25.09,26.21,24.3,25.4,1006.0,98.0,1006.0,1004.0,2.57,30.0,,100.0,2025-07-22 05:36:16+08:00,2025-07-22 18:27:59+08:00,Thunderstorm,thunderstorm with heavy rain,0.55
286,Parañaque City,Dr. A. Santos SM Sucat,4 Feet Deep,Not passable to all vehicles,2025-07-22 09:43:00,DR. SANTOS AVENUE,09:00:00,2025-07-22,1000.0,2025-07-22 09:02:57+08:00,24.83,25.88,24.4,25.51,1006.0,96.0,1006.0,1004.0,2.57,30.0,,100.0,2025-07-22 05:36:35+08:00,2025-07-22 18:27:48+08:00,Rain,heavy intensity rain,4.86
287,Parañaque City,Dr. A. Santos Ave Victor Medina,Gutter Deep,Passable to all vehicles,2025-07-22 09:43:00,DR. SANTOS AVENUE,09:00:00,2025-07-22,1000.0,2025-07-22 09:02:57+08:00,24.83,25.88,24.4,25.51,1006.0,96.0,1006.0,1004.0,2.57,30.0,,100.0,2025-07-22 05:36:35+08:00,2025-07-22 18:27:48+08:00,Rain,heavy intensity rain,4.86
288,Parañaque City,Dr. A. Santos Ave St Peter to Olivares College,6 Feet Deep,Not passable to all vehicles,2025-07-22 09:43:00,DR. SANTOS AVENUE,09:00:00,2025-07-22,1000.0,2025-07-22 09:02:57+08:00,24.83,25.88,24.4,25.51,1006.0,96.0,1006.0,1004.0,2.57,30.0,,100.0,2025-07-22 05:36:35+08:00,2025-07-22 18:27:48+08:00,Rain,heavy intensity rain,4.86
289,Makati City,Osmeña Emilia,Half Knee Deep,Passable to all vehicles,2025-07-22 09:43:00,OSMEÑA HIGHWAY,09:00:00,2025-07-22,1000.0,2025-07-22 09:02:22+08:00,24.98,26.04,24.37,25.48,1006.0,96.0,1006.0,1006.0,2.57,30.0,,100.0,2025-07-22 05:36:24+08:00,2025-07-22 18:27:51+08:00,Thunderstorm,thunderstorm with heavy rain,2.99
292,Mandaluyong City,EDSA Shaw tunnel NB/SB,Above Gutter Deep,Passable to all vehicles,2025-07-22 09:43:00,EDSA_MANDALUYONG,09:00:00,2025-07-22,1000.0,2025-07-22 09:02:29+08:00,25.19,26.3,24.38,25.48,1006.0,97.0,1006.0,1006.0,2.57,30.0,,100.0,2025-07-22 05:36:19+08:00,2025-07-22 18:27:52+08:00,Thunderstorm,thunderstorm with heavy rain,1.6
293,Manila City,Recto Mendiola Intersection,Gutter Deep,Passable to all vehicles,2025-07-22 06:40:00,RECTO AVENUE,06:00:00,2025-07-22,7000.0,2025-07-22 06:00:01+08:00,24.6,25.65,24.45,25.0,1005.0,97.0,1005.0,1008.0,2.06,270.0,,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Thunderstorm,thunderstorm with light rain,0.87
294,Manila City,Espana Dela Fuente,Tire Deep,Not passable to all vehicles,2025-07-22 06:40:00,ESPAÑA BOULEVARD,06:00:00,2025-07-22,7000.0,2025-07-22 06:00:01+08:00,24.6,25.65,24.45,25.0,1005.0,97.0,1005.0,1008.0,2.06,270.0,,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Thunderstorm,thunderstorm with light rain,0.87
295,Manila City,Espana Blvd Antipolo,Knee Deep,Not passable to light vehicles,2025-07-22 06:40:00,ESPAÑA BOULEVARD,06:00:00,2025-07-22,7000.0,2025-07-22 06:00:01+08:00,24.6,25.65,24.45,25.0,1005.0,97.0,1005.0,1008.0,2.06,270.0,,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Thunderstorm,thunderstorm with light rain,0.87
296,Manila City,España Lacson WB,Knee Deep,Not passable to light vehicles,2025-07-22 06:40:00,ESPAÑA BOULEVARD,06:00:00,2025-07-22,7000.0,2025-07-22 06:00:01+08:00,24.6,25.65,24.45,25.0,1005.0,97.0,1005.0,1008.0,2.06,270.0,,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Thunderstorm,thunderstorm with light rain,0.87
297,Manila City,España Lacson EB,Gutter Deep,Passable to all vehicles,2025-07-22 06:40:00,ESPAÑA BOULEVARD,06:00:00,2025-07-22,7000.0,2025-07-22 06:00:01+08:00,24.6,25.65,24.45,25.0,1005.0,97.0,1005.0,1008.0,2.06,270.0,,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Thunderstorm,thunderstorm with light rain,0.87
298,Manila City,Espana corner Dela Fuente,Gutter Deep,Passable to all vehicles,2025-07-22 06:40:00,ESPAÑA BOULEVARD,06:00:00,2025-07-22,7000.0,2025-07-22 06:00:01+08:00,24.6,25.65,24.45,25.0,1005.0,97.0,1005.0,1008.0,2.06,270.0,,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Thunderstorm,thunderstorm with light rain,0.87
299,Manila City,España Blvd cor Antipolo St.,Knee Deep,Not passable to light vehicles,2025-07-22 06:40:00,ESPAÑA BOULEVARD,06:00:00,2025-07-22,7000.0,2025-07-22 06:00:01+08:00,24.6,25.65,24.45,25.0,1005.0,97.0,1005.0,1008.0,2.06,270.0,,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Thunderstorm,thunderstorm with light rain,0.87
300,Manila City,Taft Avenue cor. UN Ave.,Gutter Deep,Passable to all vehicles,2025-07-22 06:40:00,TAFT AVENUE,06:00:00,2025-07-22,7000.0,2025-07-22 06:00:01+08:00,24.6,25.65,24.45,25.0,1005.0,97.0,1005.0,1008.0,2.06,270.0,,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Thunderstorm,thunderstorm with light rain,0.87
301,Manila City,Taft Avenue corner Padre Faura,Gutter Deep,Passable to all vehicles,2025-07-22 06:40:00,TAFT AVENUE,06:00:00,2025-07-22,7000.0,2025-07-22 06:00:01+08:00,24.6,25.65,24.45,25.0,1005.0,97.0,1005.0,1008.0,2.06,270.0,,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Thunderstorm,thunderstorm with light rain,0.87
302,Manila City,Taft Avenue from Apacible to Escoda,Gutter Deep,Passable to all vehicles,2025-07-22 06:40:00,TAFT AVENUE,06:00:00,2025-07-22,7000.0,2025-07-22 06:00:01+08:00,24.6,25.65,24.45,25.0,1005.0,97.0,1005.0,1008.0,2.06,270.0,,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Thunderstorm,thunderstorm with light rain,0.87
303,Manila City,Roxas Blvd. P. Ocampo Intersection and Service Road,Gutter Deep,Passable to all vehicles,2025-07-22 06:40:00,ROXAS BOULEVARD,06:00:00,2025-07-22,7000.0,2025-07-22 06:00:01+08:00,24.6,25.65,24.45,25.0,1005.0,97.0,1005.0,1008.0,2.06,270.0,,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Thunderstorm,thunderstorm with light rain,0.87
304,Manila City,Roxas Blvd Pedro Gil northbound,Gutter Deep,Passable to all vehicles,2025-07-22 06:40:00,ROXAS BOULEVARD,06:00:00,2025-07-22,7000.0,2025-07-22 06:00:01+08:00,24.6,25.65,24.45,25.0,1005.0,97.0,1005.0,1008.0,2.06,270.0,,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Thunderstorm,thunderstorm with light rain,0.87
305,Manila City,Roxas Blvd Kalaw northbound,Gutter Deep,Passable to all vehicles,2025-07-22 06:40:00,ROXAS BOULEVARD,06:00:00,2025-07-22,7000.0,2025-07-22 06:00:01+08:00,24.6,25.65,24.45,25.0,1005.0,97.0,1005.0,1008.0,2.06,270.0,,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Thunderstorm,thunderstorm with light rain,0.87
306,Manila City,Quirino Avenue Guazon,Gutter Deep,Passable to all vehicles,2025-07-22 06:40:00,QUIRINO AVENUE,06:00:00,2025-07-22,7000.0,2025-07-22 06:00:01+08:00,24.6,25.65,24.45,25.0,1005.0,97.0,1005.0,1008.0,2.06,270.0,,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Thunderstorm,thunderstorm with light rain,0.87
307,Manila City,Quirino Avenue corner Pedro Gil,Gutter Deep,Passable to all vehicles,2025-07-22 06:40:00,QUIRINO AVENUE,06:00:00,2025-07-22,7000.0,2025-07-22 06:00:01+08:00,24.6,25.65,24.45,25.0,1005.0,97.0,1005.0,1008.0,2.06,270.0,,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Thunderstorm,thunderstorm with light rain,0.87
308,Manila City,Roxas Blvd. U.N. Intersection and Service Road,Gutter Deep,Passable to all vehicles,2025-07-22 06:40:00,ROXAS BOULEVARD,06:00:00,2025-07-22,7000.0,2025-07-22 06:00:01+08:00,24.6,25.65,24.45,25.0,1005.0,97.0,1005.0,1008.0,2.06,270.0,,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Thunderstorm,thunderstorm with light rain,0.87
309,Quezon City,EDSA North Avenue northbound,Gutter Deep,Passable to all vehicles,2025-07-22 06:40:00,EDSA_QC_NORTH,06:00:00,2025-07-22,7000.0,2025-07-22 06:03:09+08:00,24.37,25.4,23.75,24.83,1005.0,97.0,1005.0,1003.0,2.06,270.0,,100.0,2025-07-22 05:36:16+08:00,2025-07-22 18:27:59+08:00,Thunderstorm,thunderstorm with light rain,0.69
310,Parañaque City,SM Sucat Brgy San Dionisio,Waist Deep,Not passable to all vehicles,2025-07-22 06:40:00,DR. SANTOS AVENUE,06:00:00,2025-07-22,7000.0,2025-07-22 06:03:03+08:00,24.45,25.46,23.85,24.94,1005.0,96.0,1005.0,1004.0,2.06,270.0,,100.0,2025-07-22 05:36:35+08:00,2025-07-22 18:27:48+08:00,Thunderstorm,thunderstorm with light rain,2.18
311,Makati City,Osmenia Emilia,Half Knee Deep,Passable to all vehicles,2025-07-22 06:40:00,OSMEÑA HIGHWAY,06:00:00,2025-07-22,7000.0,2025-07-22 06:02:27+08:00,24.66,25.69,23.82,24.9,1005.0,96.0,1005.0,1005.0,2.06,270.0,,100.0,2025-07-22 05:36:24+08:00,2025-07-22 18:27:51+08:00,Thunderstorm,thunderstorm with light rain,1.46
313,Mandaluyong City,EDSA Shaw tunnel NB,Half Knee Deep,Passable to all vehicles,2025-07-22 06:40:00,EDSA_MANDALUYONG,06:00:00,2025-07-22,7000.0,2025-07-22 06:02:34+08:00,24.52,25.56,23.83,24.91,1005.0,97.0,1005.0,1005.0,2.06,270.0,,100.0,2025-07-22 05:36:19+08:00,2025-07-22 18:27:52+08:00,Thunderstorm,thunderstorm with light rain,0.92
314,Manila City,Recto Mendiola Intersection,Gutter Deep,Passable to all vehicles,2025-07-22 04:55:00,RECTO AVENUE,04:00:00,2025-07-22,3991.0,2025-07-22 04:01:19+08:00,24.6,25.65,23.92,25.01,1005.0,97.0,1005.0,1008.0,0.45,205.0,4.47,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Rain,moderate rain,2.29
315,Manila City,Espana Dela Fuente,Tire Deep,Not passable to all vehicles,2025-07-22 04:55:00,ESPAÑA BOULEVARD,04:00:00,2025-07-22,3991.0,2025-07-22 04:01:19+08:00,24.6,25.65,23.92,25.01,1005.0,97.0,1005.0,1008.0,0.45,205.0,4.47,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Rain,moderate rain,2.29
316,Manila City,Espana Blvd Antipolo,Knee Deep,Not passable to light vehicles,2025-07-22 04:55:00,ESPAÑA BOULEVARD,04:00:00,2025-07-22,3991.0,2025-07-22 04:01:19+08:00,24.6,25.65,23.92,25.01,1005.0,97.0,1005.0,1008.0,0.45,205.0,4.47,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Rain,moderate rain,2.29
317,Manila City,España Lacson WB,Knee Deep,Not passable to light vehicles,2025-07-22 04:55:00,ESPAÑA BOULEVARD,04:00:00,2025-07-22,3991.0,2025-07-22 04:01:19+08:00,24.6,25.65,23.92,25.01,1005.0,97.0,1005.0,1008.0,0.45,205.0,4.47,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Rain,moderate rain,2.29
318,Manila City,España Lacson EB,Gutter Deep,Passable to all vehicles,2025-07-22 04:55:00,ESPAÑA BOULEVARD,04:00:00,2025-07-22,3991.0,2025-07-22 04:01:19+08:00,24.6,25.65,23.92,25.01,1005.0,97.0,1005.0,1008.0,0.45,205.0,4.47,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Rain,moderate rain,2.29
319,Manila City,Espana corner Dela Fuente,Gutter Deep,Passable to all vehicles,2025-07-22 04:55:00,ESPAÑA BOULEVARD,04:00:00,2025-07-22,3991.0,2025-07-22 04:01:19+08:00,24.6,25.65,23.92,25.01,1005.0,97.0,1005.0,1008.0,0.45,205.0,4.47,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Rain,moderate rain,2.29
320,Manila City,España Blvd cor Antipolo St,Gutter Deep,Passable to all vehicles,2025-07-22 04:55:00,ESPAÑA BOULEVARD,04:00:00,2025-07-22,3991.0,2025-07-22 04:01:19+08:00,24.6,25.65,23.92,25.01,1005.0,97.0,1005.0,1008.0,0.45,205.0,4.47,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Rain,moderate rain,2.29
321,Manila City,Taft Avenue cor. UN Ave.,Gutter Deep,Passable to all vehicles,2025-07-22 04:55:00,TAFT AVENUE,04:00:00,2025-07-22,3991.0,2025-07-22 04:01:19+08:00,24.6,25.65,23.92,25.01,1005.0,97.0,1005.0,1008.0,0.45,205.0,4.47,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Rain,moderate rain,2.29
322,Manila City,Taft Avenue corner Padre Faura,Gutter Deep,Passable to all vehicles,2025-07-22 04:55:00,TAFT AVENUE,04:00:00,2025-07-22,3991.0,2025-07-22 04:01:19+08:00,24.6,25.65,23.92,25.01,1005.0,97.0,1005.0,1008.0,0.45,205.0,4.47,100.0,2025-07-22 05:36:31+08:00,2025-07-22 18:28:09+08:00,Rain,moderate rain,2.29
